NCAGE,NCAGESD,TOEC,Entity Name,Street (ST1/2),City (CIT),"Post Code, Physical Address (PSC)",Country,ISO (CTR),State/Province (STT),FIPS State (STE),Cage code requested for SAM,Remarks,Date Last Change International,Change Date,Creation Date,Load Date,National,NAC,IDN,BAR,NAI,CPV,UNS,SIC,Voice telephone number (TEL),Telefax number (FAX),Email (EMA),WWW (WWW),Post Office Box Number (POB),"City, Postal Address (PCC)","Post Code, Postal Address (PCS)",Replaced By (RP1-5),NMCRL Reference count
0800Z,A,G,RS. KANOJOSO,JL. M.T. HARYONO ,BALIKPAPAN,76114,INDONESIA,IDN,KALIMANTAN TIMUR,,0,,2019-02-19,2019-02-19 20:18:07,2019-02-19 20:16:23,,1,,,,,,,,+62542873837,+62542873836,RS_KANOJOSO@YAHOO.CO.ID,,,,,,
0801Z,A,G,RS. ADAM MALIK,JL. BUNGA LAU ,MEDAN,20136,INDONESIA,IDN,SUMATERA UTARA,,0,,2019-02-19,2019-02-19 20:20:16,2019-02-19 20:18:23,,1,,,,,,,,+62618360381,+62618360255,RS_ADAMMALIK@YAHOOCO.ID,,,,,,
0802Z,A,F,PT. INDOTIGA PRATAMA,JL. TAMAN S. PARMAN BLOK C 52 GROGOL ,JAKARTA BARAT,11440,INDONESIA,IDN,JAKARTA ,,0,,2019-02-19,2019-02-19 20:22:48,2019-02-19 20:20:59,,1,,,,,,,,+62 21 5601881,+62 21 5672148,INDOTIGA_PRATAMA@YAHOO.COM,,,,,,
0803Z,A,G,RSU.TANGERANG,JL. JEND. A. YANI NO.9 ,TANGERANG,15111,INDONESIA,IDN,BANTEN,,0,,2019-02-19,2019-02-19 20:25:23,2019-02-19 20:23:31,,1,,,,,,,,+622155767842,+62215527104,RSU_TANGERANG@YAHOO.CO.ID,,,,,,
0804Z,A,G,RS. SARDJITO,JL. KESEHATAN SEKIP NO.1 ,SLEMAN,55284,INDONESIA,IDN,YOGYAKARTA,,0,,2019-02-19,2019-02-19 20:28:08,2019-02-19 20:26:09,,1,,,,,,,,+62274587333,+62274583745,RS.SARDJITO@YAHOOCO.ID,,,,,,
0805Z,A,G,RS. PERSAHABATAN,JL. PERSAHABATAN RAYA ,PULOGADUNG,13230,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 20:30:51,2019-02-19 20:28:43,,1,,,,,,,,+62214891708,+62214890778,RS.PERSAHABATAN@YAHOO.CO.ID,,,,,,
0806Z,A,G,RS. SOEDARSO,JL. LAKSDA. ADI SUCIPTO ,PONTIANAK,78124,INDONESIA,IDN,KALIMANTAN BARAT,,0,,2019-02-19,2019-02-19 20:35:19,2019-02-19 20:33:17,,1,,,,,,,,+62561749161,+62561749161,RS.SOEDARSO@YAHOO.CO.ID,,,,,,
0807Z,A,G,RSU. MATARAM,JL. PEJANGGIK NO.6 ,MATARAM,83231,INDONESIA,IDN,NUSA TENGGARA BARAT,,0,,2019-02-19,2019-02-19 20:39:10,2019-02-19 20:35:57,,1,,,,,,,,+62370621345,+62370638329,RSU_MATARAM@YAHOOCO.ID,,,,,,
0808Z,A,G,RS. JOHANNES,JL. MOCH. HATTA NO.19 ,KUPANG,85112,INDONESIA,IDN,NUSA TENGGARA TIMUR,,0,,2019-02-19,2019-02-19 20:51:42,2019-02-19 20:49:27,,1,,,,,,,,+62380840137,+62380840137,RS_JOHANNES@YAHOO.CO.ID,,,,,,
0809Z,A,G,RS. GPM. AMBON,JL. ANTHONI RHEBOCK 11 ,AMBON,97110,INDONESIA,IDN,MALUKU,,0,,2019-02-19,2019-02-19 20:53:47,2019-02-19 20:52:05,,1,,,,,,,,+62911347540,+62911347540,RS_GPMAMBON@YAHOO.CO.ID,,,,,,
0810Z,A,G,PKM. TIMIKA,JL. TRIKORA 33 ,TIMIKA,98510,INDONESIA,IDN,PAPUA,,0,,2019-02-19,2019-02-19 20:56:26,2019-02-19 20:54:06,,1,,,,,,,,+62967581695,+62967581695,PKM_TIMIKA@YAHOO.COM,,,,,,
0811Z,A,G,RS. M. DJAMIL,JL. PERINTIS KEMERDEKAAN ,PADANG,25171,INDONESIA,IDN,SUMATERA BARAT,,0,,2019-02-19,2019-02-19 20:58:48,2019-02-19 20:56:48,,1,,,,,,,,+62751377771,+62751377771,RS_MDJAMIL@YAHOO.CO.ID,,,,,,
0812Z,A,G,RS. CHARITAS,JL. JEND. SUDIRMAN 105 A ,PALEMBANG,30121,INDONESIA,IDN,SULAWESI SELATAN,,0,,2019-02-19,2019-02-19 21:01:22,2019-02-19 20:59:18,,1,,,,,,,,+62711353374,+62711362205,RS_CHARITAS@YAHOO.com,,,,,,
0813Z,A,G,PKM. TELUK NAGA,JL. KAMP. MELAYU TIMUR ,TANGERANG,15510,INDONESIA,IDN,BANTEN,,0,,2019-02-19,2019-02-19 21:04:53,2019-02-19 21:01:48,,1,,,,,,,,+622175871553,+622175871553,PKM_TELUKNAGA@YAHOOCO.ID,,,,,,
0814Z,A,G,RSPI. SULIANTI SAROSO,JL. BARU SUNTER PERMAI RAYA ,JAKARTA UTARA,14340,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:07:55,2019-02-19 21:05:25,,1,,,,,,,,+622164014113,+62214891708,RSPI_SS@YAHOO.COm,,,,,,
0815Z,A,G,RS. IMMANUEL,JL. KOPO 161 ,BANDUNG,40242,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-19,2019-02-19 21:09:54,2019-02-19 21:08:25,,1,,,,,,,,+62225224214,+62225224219,RS_IMMANUEL@YAHOO.CO.ID,,,,,,
0816Z,A,G,RSK. PARU,JL. NUSA INDAH 28 ,JEMBER,68118,INDONESIA,IDN,JAWA TIMUR,,0,,2019-02-19,2019-02-19 21:12:29,2019-02-19 21:10:25,,1,,,,,,,,+62331421078,+62331421078,RS_PARU@YAHOO.CO.ID,,,,,,
0817Z,A,G,RSUD. ABEPURA,JL. MERAUKE NO.5 ,JAYAPURA,99100,INDONESIA,IDN,PAPUA,,0,,2019-02-19,2019-02-19 21:15:07,2019-02-19 21:12:59,,1,,,,,,,,+62967581965,+62967581965,RS_ABEPURA@YAHOO.CO.ID,,,,,,
0818Z,A,G,PKM. PANONGAN,JL. RAYA PANONGAN ,TANGERANG,42124,INDONESIA,IDN,BANTEN,,0,,2019-02-19,2019-02-19 21:17:36,2019-02-19 21:16:06,,1,,,,,,,,+625523833,+625523833,PKM.PANONGAN@YAHOO.CO.ID,,,,,,
0819Z,A,G,PT TOYOTA ASTRA MOTOR,JALAN LAKSAMANA YOS SUDARSO ,JAKARTA UTARA,14330,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:21:06,2019-02-19 21:18:35,,1,,,,,,,,+62216515551,+62216513232,cathy@toyota.astra.co.id,http://www.toyota.astra.co.id,,,,,
0820Z,A,E,RUMAH SAKIT SUMBER WARAS,"JL. KYAI TAPA NO.1, GROGOL",JAKARTA BARAT,11440,INDONESIA,IDN,,,0,,2019-03-27,2019-03-27 09:04:15,2019-03-27 09:05:08,2018-10-25 20:56:06,1,,726402993,,,,,,+62215682011,+62215673122,RS_SUMBERWARAS@YAHOO.CO.ID,,,,,,
0821Z,A,G,PUSKESMAS TANJUNG KARANG,JL SULTAN SALAHUDIN NO.1 ,MATARAM,83127,INDONESIA,IDN,NUSA TENGGARA BARAT,,0,,2019-02-19,2019-02-19 21:25:21,2019-02-19 21:22:20,,1,,,,,,,,62-0370-633970,,,,,,,,
0822Z,A,G,PUSKESMAS TERJUN,JL KAPTEN RAHMABUDDIN NO.188 ,MEDAN MARELAN,20256,INDONESIA,IDN,SUMATERA UTARA,,0,,2019-02-19,2019-02-19 21:27:24,2019-02-19 21:25:33,,1,,,,,,,,+62-061-812 6561745,,,,,,,,
0823Z,A,G,RS WANGAYA,JL KARTINI NO.133 ,DENPASAR,80111,INDONESIA,IDN,BALI,,0,,2019-02-19,2019-02-19 21:31:09,2019-02-19 21:29:47,,1,,,,,,,,62-0361-222142,+62-0361-224114,,,,,,,
0824Z,A,G,PUSKESMAS KASSA KASSI,JL TAMALETE I NO.43 ,MAKASSAR,90222,INDONESIA,IDN,SULAWESI SELATAN,,0,,2019-02-19,2019-02-19 21:33:33,2019-02-19 21:31:39,,1,,,,,,,,+62-0411-863536,,,,,,,,
0825Z,A,G,PUSKESMAS DENPASAR UTARA III,JL AHMAD YANI ,DENPASAR,80111,INDONESIA,IDN,BALI,,0,,2019-02-19,2019-02-19 21:35:22,2019-02-19 21:34:05,,1,,,,,,,,+62-0361-424875,,,,,,,,
0826Z,A,F,PT INDOLAB ARTHA MEDIKA,JL SUNTER PARADISE TAHAP II ,JAKARTA UTARA,14350,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:37:33,2019-02-19 21:35:39,,1,,,,,,,,+62-21-65308478,+62-21-65308479,,,,,,,
0827Z,A,G,HOTEL BOROBUDUR ,"JL. LAPANGAN BANTENG SELATAN, GAMBIR ",JAKARTA PUSAT,10710,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:40:39,2019-02-19 21:38:10,,1,,,,,,,,+62213805555,+62213805555,novida@hotelborobudur.com,http://www.hotelborobudur.com,,,,,
0828Z,A,F,PT NUSANTARA CARD SEMESTA,JL BRIGJEND.KATAMSO NO.7 ,JAKARTA BARAT,11420,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:42:55,2019-02-19 21:41:01,,1,,,,,,,,+622156969777,+622156968877,ANDRI.ARIO@YAHOO.COM,WWW.PTNCS.COM,,,,,
0829Z,A,F,CV INTI JAYA LESTARI,RUKO TAMAN PALEM MUTIARA ,CENGKARENG,11730,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:46:14,2019-02-19 21:43:10,,1,,,,,,,,+622154350017,+622166603171,,,,,,,
0830Z,A,F,PT. INDOLABTEK DINAMIKA,JL. PROF. DR. SOEPOMO SH NO. 178A ,JAKARTA SELATAN,12870,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:48:54,2019-02-19 21:46:34,,1,,,,,,,,+62 21 83702839,+62 21 8314393,INDOLABTEK@TELKOM.NET,http://indolabtek.com,,,,,
0831Z,A,F,PT.ANUGERAH PHARMINDO LESTARI,JL.SENEN RAYA NO.135 ,JAKARTA PUSAT,10410,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:51:37,2019-02-19 21:49:46,,1,,,,,,,,+62-21-3456008,+62-21-3456088,RONMAR_ID@YAHOO.COM,http://aplcare.com,,,,,
0832Z,A,F,PT. HARTECH INDONESIA,JL. PANCORAN TIMUR NO. 1-A ,JAKARTA SELATAN,12780,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:53:59,2019-02-19 21:51:57,,1,,,,,,,,+62 21 7994307,+62 21 7989310,HARTECH@CBN.NET.ID,http://www.hartechindonesia.com,,,,,
0833Z,A,F,PT. JAGA KARYA MANDIRI,"JL. KH. HASYIM ASHARI,PUSAT NIAGA ROXY ",JAKARTA PUSAT,10150,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:57:31,2019-02-19 21:55:41,,1,,,,,,,,+62 21 63864888,+62 21 6310901,HENKIE@JAGAKARYA.COM,http://www.jagakarya.com,,,,,
0834Z,A,F,PT. UNITAMA MULTIKARYA PERKASA,JL. MANGGA DUA ABDAD NO. 1 ,JAKARTA PUSAT,10730,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 21:59:46,2019-02-19 21:57:54,,1,,,,,,,,+62 21 6251260,+62 21 6251259,UNITAM@LINK.NET.ID,http://www.unitamamp.com,,,,,
0835Z,A,G,PT. CIPTALARAS ELEKTRONINDO UTAMA,LETJEND SUPRAPTO NO. 160 BLOK B-10 ,JAKARTA PUSAT,10520,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 22:03:43,2019-02-19 22:01:22,,1,,,,,,,,+62 21 4210402,+62 21 4210545AND.+62 21 4210534,SOER_777@YAHOO.COM,,,,,,
0836Z,A,F,PT. DAMARUS PANEN UTAMA,JL. KAJI NO 51 ,JAKARTA PUSAT,10130,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 22:06:43,2019-02-19 22:04:33,,1,,,,,,,,+62 21 6312222,+62 21 6321080,LIZA@DAMARUS.COM,http://www.damarus.com,,,,,
0837Z,A,F,PT. NEW MODULE INTERNATIONAL,JL. ABDUL MUIS NO.36Q ,JAKARTA PUSAT,10160,INDONESIA,IDN,JAKARTA,,0,,2019-02-19,2019-02-19 22:11:09,2019-02-19 22:07:42,,1,,,,,,,,+62 21 3857751,+62 21 3847986,NANDANG@NEMOINT.COM,http://www.nemoint.com,,,,,
0838Z,A,G,CENTER FOR INTERNATIONAL FORESTRY RESEARCH (CIFOR),"JALAN CIFOR, SITU GEDE",BOGOR BARAT,16115,INDONESIA,IDN,,,0,,2022-07-27,2022-07-27 10:37:30,2019-02-21 08:30:14,,1,,,,,,,,+622518622622,+622518622100,cifor@cgiar.org,http://www.cifor.org,,,,,
0839Z,A,F,PT. SIGZACINDO NUSANTARA,JL. GATOT SUBROTO KAV. 74-75 ,JAKARTA SELATAN,12870,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 08:55:17,2019-02-21 08:53:12,,1,,,,,,,,+62 21 8306769,+62 21 8306511,COLONI@CBN.NET.ID,,,,,,
0840Z,A,F,PT. BIOGEN SCIENTIFIC,RUKAN TANJUNG MAS RAYA BLOK B1/21 ,JAKARTA SELATAN,12530,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 08:57:48,2019-02-21 08:55:37,,1,,,,,,,,+62 21 788 33315,+62 21 788 33351,ZYMATA@YAHOO.COM,,,,,,
0841Z,A,G,CV. VAKAMINDO MITRA PRIMA,JL. RAYA PEKAYON ,BEKASI,17424,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-21,2019-02-21 09:00:45,2019-02-21 08:58:07,,1,,,,,,,,+62 21 70900255,+62 21 8212359,BLACK_ABISSS@YAHOO.COM,,,,,,
0842Z,A,F,WIJAYA PETSHOP,JL. GADING GOLF BOULEVAR ,TANGERANG,15810,INDONESIA,IDN,BANTEN,,0,,2019-02-21,2019-02-21 09:03:27,2019-02-21 09:01:25,,1,,,,,,,,+62-21-93677468,,SUPPORT@WIJAYAPETSHOP.BIZ,,,,,,
0843Z,P,G,UNIVERSITAS NEGERI MALANG,JL. SURABAYA 6,MALANG,65145,INDONESIA,IDN,JAWA TIMUR,,0,,2020-06-30,2020-06-30 14:59:03,2020-06-30 14:56:00,2018-10-25 21:02:01,1,,H.32,,,,,,+62341 551312,+62341 551921,gatutus@yahoo.com,https://um.ac.id,,,,,
0844Z,A,F,PT. MITRA INFOSARANA,JL.PEJATEN RAYA NO.19-B PASAR MINGGU ,JAKARTA SELATAN,12540,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:26:36,2019-02-21 09:24:28,,1,,,,,,,,+62 21 7972050,+62 21 7975160,WIDI_29_BDG@YAHOO.COM,http://www.mitrainfosarana.co.id,,,,,
0845Z,A,F,PT. MENARA MAS LESTARI,JL.ASEM BARIS RAYA NO 42-44 TEBET ,JAKARTA SELATAN,12830,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:21:08,2019-02-21 09:18:59,,1,,,,,,,,+62 21 33112392,+62 21 83786773,MENARAMSLESTARI@YAHOO.COM,,,,,,
0846Z,A,F,EIJKMAN INSTITUTE FOR MOLECULAR BIOLOGY,JL. DIPONEGORO. NO. 69 ,JAKARTA PUSAT,10430,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:29:17,2019-02-21 09:27:13,,1,,,,,,,,+62213917132,+62213147982,HELENA@EIJKMAN.GO.ID,,,,,,
0847Z,A,F,PT. PAPANINDO NUGRAKARYA,KOMPLEK GREEN GARDEN BLOK Y3 NO.40 ,JAKARTA BARAT,11520,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:31:47,2019-02-21 09:29:55,,1,,,,,,,,+62 21 5828258,+62 21 5828274,PAPANINDO@CBN.NET.ID,,,,,,
0848Z,A,G,PT. GAPURA RAYA UTAMA,JL. KECUBUNG XII NO. 236 RAWALUMBU ,BEKASI,17116,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-21,2019-02-21 09:33:44,2019-02-21 09:32:05,,1,,,,,,,,+62 21 32075136,+62 21 82401364,PT_GRU@YAHOO.COM,,,,,,
0849Z,A,F,PT.ASTRA INTERNATIONAL TBK,JL. GAYA MOTOR RAYA NO. 8 SUNTER II ,JAKARTA UTARA,14330,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:36:28,2019-02-21 09:34:03,,1,,,,,,,,+62 21 6522555,+62 21 6512058,ALIP.SUTOMO@ISO.ASTRA.CO.ID,http://www.astra.co.id,,,,,
0850Z,A,G,ROTINSULU LUNG HOSPITAL,BUKIT JARIAN STREET 40 ,BANDUNG,40141,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-21,2019-02-21 09:38:24,2019-02-21 09:36:46,,1,,,,,,,,+(62)222034446,+(62)222031427,ROTINSULU.HOSPITAL@YAHOO.COM,,,,,,
0851Z,A,G,TUNGGAL SARANA TAMA INDONESIA,JL. DR. SATRIO KAV. 164 ,JAKARTA SELATAN,12930,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:40:40,2019-02-21 09:39:05,,1,,,,,,,,+622125555797,,john@tstindonesia.id,,,,,,
0852Z,A,F,PT. DKSH TUNGGAL,JL. JEND. GATOT SUBROTO KAV. 38 ,JAKARTA SELATAN,12950,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:43:22,2019-02-21 09:40:58,,1,,,,,,,,+62 21 5228338,+62 21 5228337,RICOILHAMCHAIR@YAHOO.COM,,,,,,
0853Z,A,E,PT.ASTRA GRAPHIA TBK,"JL. KRAMAT RAYA NO.43, SENEN ",JAKARTA PUSAT,10450,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:46:28,2019-02-21 09:43:38,,1,,,,,,,,+62 21 3909444,+62 21 3909181,,http://www.astragraphia.co.id,,,,,
0854Z,A,G,PT. CATURMUDA PRATAMA,JL SUKAHAJI RAYA NO. 69 ,BANDUNG,40152,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-21,2019-02-21 09:48:56,2019-02-21 09:46:58,,1,,,,,,,,+62 22 2013845,+62 22 2013845,ELDERBERRYGIRLZ@YAHOO.COM,,,,,,
0855Z,A,E,PT. MOLINDO RAYA INDUSTRIAL,"255 JLN SUMBER WARAS, MALANG ",LAWANG,65216,INDONESIA,IDN,JAWA TIMUR,,0,,2019-02-21,2019-02-21 09:54:39,2019-02-21 09:50:23,,1,,,,,,,,+62-341-426681,+62-341-426222,,WWW.MOLINDO.CO.ID,,,,,
0856Z,A,F,PT. MERCK TBK,JL.TB SIMATUPANG NO.8 PASAR REBO ,JAKARTA SELATAN,13760,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 09:57:16,2019-02-21 09:55:09,,1,,,,,,,,+62 21 28565600,+62 21 28565601,,http://www.merck.co.id,,,,,
0857Z,A,G,PT. INTERTEK UTAMA SERVICES,"JL. RAYA BOGOR KM 28, RT08 RW07",JAKARTA TIMUR,13710,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:45:00,2019-02-21 09:57:38,,1,,,,,,,,+622129384454,+622129384463,indo.office@intertek.com,,,,,,
0858Z,A,F,CV.VARTA MAKMUR,JL.MAKMUR NO.58 ,JAKARTA TIMUR,13850,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 10:04:25,2019-02-21 10:01:42,,1,,,,,,,,+622184307865,+622184307865,SUNARNO20@YAHOO.COM,,,,,,
0859Z,A,F,CV. ANUGERAH EKO PAMBUDI,JL.KINCIR II NO 25A ,JAKARTA TIMUR,13220,INDONESIA,IDN,JAKARTA,,0,,2019-02-21,2019-02-21 10:09:47,2019-02-21 10:04:54,,1,,,,,,,,+62214701474,+622147865206,PAMBUDIEKO70@YAHOO.COM,,,,,,
0860Z,A,G,IKATAN DOKTER INDONESIA,JALAN SRI REJEKI UTARA IV ,SEMARANG,50149,INDONESIA,IDN,,,0,,2019-02-21,2019-02-21 10:15:56,2019-02-21 10:10:42,,1,,,,,,,,+622476469132,+622476469132,liestijarini.darjanti@gmail.com,http://www.idisemarang.org/,,,,,
0861Z,A,F,CV. BALONG PARMA,JL.RUKUN UJUNG NO.13A PEJATEN TIMUR,JAKARTA,12510,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 09:37:25,2019-02-20 09:32:04,,1,,,,,,,,+62217993553,+62217901254,balong_parma@yahoo.com,,,,,,
0862Z,A,F,CV. UNIVERSAL,JL.ANGKASA 32 BLOK A7-A8 KEMAYORAN,JAKARTA,10610,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 09:43:24,2019-02-20 09:38:45,,1,,,,,,,,+62214245008,+62214211991,djuana_novian2009@yahoo.com,www.cv-universal.com,,,,,
0863Z,A,E,INDONESIA EPSON INDUSTRY,EJIP INDUSTRIAL PARK PLOT 4E,LEMAHABANG BEKASI,17750,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-20,2019-02-20 09:47:24,2019-02-20 09:44:44,,1,,,,,,,,+62218970101,,,,,,,,1
0864Z,A,F,CV. VIANTAMA MANDIRI,JL.RAYA BOJONG NANGKA RT.21/RW.09,BOGOR,16963,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-20,2019-02-20 09:51:17,2019-02-20 09:48:02,,1,,,,,,,,+62218671319,+62218671319,viantama_mandiri@yahoo.com,,,,,,
0865Z,A,F,PT. NUSANTARA TUNAS SOLUSI,JL. GUNUNG SAHARI VIII NO. 11,JAKARTA,10720,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 09:54:26,2019-02-20 09:51:46,,1,,,,,,,,+62216597411,+62216282651,nusantara.tunas@yahoo.com,www.ntsolusi.com,,,,,
0866Z,A,G,PETRUS RISKI LS,JL KUPANG PRAUPAN 2/24,SURABAYA,60264,INDONESIA,IDN,JAWA TIMUR,,0,,2019-02-20,2019-02-20 10:23:07,2019-02-20 10:20:44,,1,,,,,,,,+623160225987,,ptruvi_virgo@yahoo.co.id,,,,,,
0867Z,A,G,"BINAKARYA INTI GEMILANG, PT","RIKE LINGK.V NO.38 WANEA,SULUT",MANADO,95117,INDONESIA,IDN,SULAWESI UTARA,,0,,2019-02-20,2019-02-20 10:26:46,2019-02-20 10:23:41,,1,,,,,,,,+624313301883,+62431863412,martinsujatmiko@yahoo.com,,,,,,
0868Z,A,G,PERKUMPULAN ELSAM,JL SIAGA II/31 PEJATEN BARAT PS MINGGU,JAKARTA,12510,INDONESIA,IDN,JAKARTA,,1,,2024-04-29,2024-04-29 09:41:44,2019-02-20 10:27:42,,1,,,,,,,,+62217972662,,office@elsam.or.id,www.elsam.or.id,,,,,
0869Z,A,F,PT. GANDASARI EKASATYA,"JL.KEMANGGISAN ILIR,BLOK C NO.15B",JAKARTA,11480,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 10:33:16,2019-02-20 10:30:34,,1,,,,,,,,+62215360029,+62215360041,gandasari_pt@yahoo.com,,,,,,
0870Z,A,G,PT. INDAHGRIYA MUSTIKASAKTI,PURI NIAGA I JL PURI KENCANA BLOK K7,JAKARTA,11610,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 10:36:38,2019-02-20 10:33:44,,1,,,,,,,,+62215823114,+62215823116,indahgriyams@gmail.com,,,,,,
0871Z,A,E,PT. TRIMITRA BATERAI PRAKASA,JL.SEMPER TIMUR NO.3 CILINCING,JAKARTA,14130,INDONESIA,IDN,JAKARTA,,0,,2023-10-16,2023-10-16 08:41:00,2019-02-20 10:37:04,,1,,,,,,,,+62214403066,+62214401763,dede_faturohim@trimitra-baterai.co.id,,,,,,
0872Z,A,E,PT. ARIZAL BANGUN PERSADA,VILA REGENCY TANGERANG 2 KAV FC2 NO 15 ,TANGERANG,15560,INDONESIA,IDN,BANTEN,,0,,2019-02-20,2019-02-20 10:41:56,2019-02-20 10:39:40,,1,,,,,,,,+62 21 5908534,+62 21 5921904,bbg@argobel.com,www.argobel.com,,,,,
0873Z,A,E,INDOBRON STRALEN PERKASA,JL PULAU DEWA 5 BLOK Q5 NO 19,TANGERANG,15117,INDONESIA,IDN,BANTEN,,0,,2019-02-20,2019-02-20 10:44:08,2019-02-20 10:42:17,,1,,,,,,,,+62215908534,+62215921904,a.salsa@xl.blackberry.com,,,,,,
0874Z,A,E,TEMBHUZ,KALI BESAR BARAT 41 JAKARTA BARAT,JAKARTA,11230,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 10:47:05,2019-02-20 10:45:06,,1,,,,,,,,+62215908534,+622159305070,crewpump@cbn.net.id,,,,,,
0875Z,A,F,PT. FLUIDA TEKNIKA,"JL.RAYA KEBAYORAN LAMA NO.16,3RD FLOOR ",JAKARTA,15154,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 10:51:28,2019-02-20 10:47:42,,1,,,,,,,,+622153678971,+622153675889,lubis_khairuddin@yahoo.com,,,,,,
0876Z,A,G,GMF AEROASIA,SOEKARNO HATTA INTERNATIONAL AIRPORT,CENGKARENG,19130,INDONESIA,IDN,,,0,,2019-03-26,2019-03-26 15:28:47,2019-03-26 15:29:43,2018-10-25 20:58:49,1,,,,,,,,+62 21 550 8609,+62 21 550 2489,marketing@gmf-aeroasia.co.id,http://www.gmf-aeroasia.co.id,POB 1303,CENGKARENG,19100,,
0877Z,A,F,"HANDARA TECHNO MANDIRI,PT",JL.MAMPANG PRAPATAN II NO.76 JAKARTA ,JAKARTA,12790,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 10:55:26,2019-02-20 10:52:41,,1,,,,,,,,+6221-7941584,+6221-79191934,handara.tm@gmail.com,,,,,,
0878Z,A,G,CENTRE FOR STRATEGIC AND INTERNATIONAL STUDIES/CSIS,JALAN TANAH ABANG III/23-27,JAKARTA,10180,INDONESIA,IDN,JAKARTA,,0,,2019-10-28,2019-10-28 14:01:13,2019-02-20 10:56:24,,1,,,,,,,,62213865532,62213847517,csis@csis.or.id,,,,,,
0879Z,A,F,"MENARA JAYA ,CV",JL.KOSAMBI DALAM NO.45 JATI PULO,JAKARTA,11430,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 11:00:48,2019-02-20 10:58:54,,1,,,,,,,,+6221 70623883,+6221 6281226,ekaafiya@gmail.com,,,,,,
0880Z,A,F,CV.TRI KARTIKA,JL.GADING INDAH VII KOMP.KLP GADING,JAKARTA,14240,INDONESIA,IDN,JAKARTA,,0,,2019-02-20,2019-02-20 11:02:56,2019-02-20 11:01:13,,1,,,,,,,,+62214501389,+62214522164,cv.trikartika@hotmail.com,,,,,,
0881Z,A,G,PERHIMPUNAN PELESTARIAN BURUNG LIAR INDONESIA,JL. DADALI NO. 32 TANAH SAREAL,BOGOR,16161,INDONESIA,IDN,JAWA BARAT,,0,,2019-02-20,2019-02-20 11:05:44,2019-02-20 11:03:25,,1,,,,,,,,+62 251 8357 222,+62 251 8357 961,info@burung.org,www.burung.org,,,,,
0882Z,A,G,SHERATON SURABAYA HOTEL & TOWERS,EMBONG MALANG 25 - 31,SURABAYA,60261,INDONESIA,IDN,JAWA TIMUR,,0,,2019-02-20,2019-02-20 11:08:03,2019-02-20 11:06:13,,1,,,,,,,,+62315468000,+62315468115,cindy.carolina1@sheraton.com,,,,,,
